754	Llevar a cabo
755	Destacar
756	Rimar
757	Empujar
758	Tirar
759	Hornear
760	Medir
761	Alcanzar
762	Descubrir
763	Cubrir
764	Superar
765	Pertenecer a ...
766	Predecir
767	Robar
768	Aportar
769	Producir
770	Reforzar
771	Oír
772	Aumentar
773	Cagar
774	Hacer senderismo
775	La araña
776	El gusano
777	El grillo
778	La jaula
